,0
0,0.2049304424454318
1,0.3103300353549657
2,0.3430650920278049
3,0.3999332284673228
4,0.46632968827045174
5,0.47653609685099163
6,0.5084487801882847
7,0.5317115164561956
8,0.5306216736566965
9,0.5558307064303734
10,0.5463408069934275
11,0.5454625958480943
12,0.5647369085906397
13,0.5618749971640309
14,0.5554116394373045
15,0.5694867592106971
16,0.5779217873308216
17,0.5815280636403211
18,0.5804010277033065
19,0.5760766776972841
20,0.5708731532973471
21,0.5807806726231137
22,0.5811485335293949
23,0.5782526104412399
24,0.6104645623026421
25,0.6007121786023895
26,0.6092101581855048
27,0.6121895716123735
28,0.6204034849025963
29,0.6215917644264205
30,0.6198367338275858
31,0.6198537316109316
32,0.6465694198868759
33,0.6617393631152908
34,0.654754829114474
35,0.6489470079136826
36,0.6527139448781607
37,0.6514306803929921
38,0.6601850564511214
39,0.6602011142808613
40,0.6663679406492371
41,0.6609906474146363
42,0.6568957956982244
43,0.6601807687134186
44,0.656902699160602
45,0.6573869151528625
46,0.6520677932701759
47,0.6615788755637217
