,0
0,0.0016458013464036858
1,0.19380225252406702
2,0.3002957055601332
3,0.3881207580095116
4,0.38685756577610464
5,0.41568234077833477
6,0.5191765859902744
7,0.5480204067897771
8,0.5427803600817676
9,0.5861991726248559
10,0.5873814617187221
11,0.597942795595979
12,0.603094868517275
13,0.607869157950701
14,0.6177242919012409
15,0.6158834735710295
16,0.6210188162778502
17,0.6376652171897099
18,0.6343313080072033
19,0.6338684413374248
20,0.641396677454648
21,0.6465982337082696
22,0.6425461400279223
23,0.6486998419269421
24,0.6665444994562264
25,0.6646085799165536
26,0.6629435712180268
27,0.6745637824591072
28,0.6714716820352759
29,0.6845380115560631
30,0.6916569458240719
31,0.691926828098284
32,0.7029422775881705
33,0.7100715736274866
34,0.7060451315417811
35,0.7094378018366634
36,0.7110599038660248
37,0.7202040725341026
38,0.7342311095770502
39,0.7339042423099551
40,0.7394123073435244
41,0.738726516898565
42,0.7422563354811673
43,0.7386828235356513
44,0.7397352440381169
45,0.7397459392362838
46,0.740108356474021
47,0.746900327215725
