4,5,17,71,89,100,139,449,585,702,1056,1135,1197,1502,1578,1625,1668,1717,1764,2276,2746,2784,2913,3521,3832
4,5,17,48,49,89,122,135,241,277,353,449,585,1135,1197,1502,1578,1668,1717,1764,2746,2784,2913,3521,3832
4,5,17,48,49,71,89,100,241,277,449,585,702,1080,1135,1502,1578,1668,1717,1764,2746,2784,2913,3521,3832
4,5,17,27,49,53,71,89,96,100,135,139,585,1135,1197,1502,1578,1668,1717,1953,2746,2784,2913,3521,3832
4,5,17,49,53,58,89,135,139,261,277,449,585,1135,1197,1502,1578,1668,1717,1764,2746,2784,2913,3521,3832
4,5,17,48,49,53,89,135,139,277,449,585,702,1135,1197,1502,1578,1668,1717,1764,2746,2784,2913,3521,3832
4,5,8,17,48,49,53,71,89,100,449,585,1056,1135,1197,1502,1578,1625,1668,1717,1764,2784,2913,3521,3832
4,5,17,27,48,49,71,89,135,241,277,449,585,1135,1197,1502,1578,1668,1717,1764,2746,2784,2913,3521,3832
4,5,17,27,48,71,89,139,241,449,585,1056,1135,1197,1502,1578,1625,1668,1717,1764,2746,2784,2913,3521,3832
4,5,17,48,49,89,92,241,277,449,585,1080,1135,1197,1502,1578,1668,1717,1764,2276,2746,2784,2913,3521,3832
4,5,17,27,48,53,89,100,139,241,277,449,585,1080,1135,1502,1578,1668,1717,1764,2746,2784,2913,3521,3832
4,5,17,48,49,89,100,241,449,585,1056,1135,1197,1502,1578,1625,1668,1717,1764,2276,2746,2784,2913,3521,3832
4,5,17,27,53,71,89,100,135,139,277,449,585,1135,1197,1502,1578,1668,1717,1764,2746,2784,2913,3521,3832
4,5,8,17,27,89,100,135,139,449,585,702,1135,1197,1502,1578,1625,1668,1717,1764,2276,2784,2913,3521,3832
4,5,17,27,71,89,100,135,139,194,449,585,1135,1197,1502,1578,1625,1668,1717,1764,2746,2784,2913,3521,3832
4,5,8,17,27,71,89,100,135,241,261,449,585,1135,1197,1502,1578,1625,1668,1717,1764,2784,2913,3521,3832
4,5,8,17,48,71,89,100,139,241,449,585,1056,1135,1197,1502,1578,1625,1668,1717,1764,2784,2913,3521,3832
4,5,17,27,48,53,89,100,241,277,449,585,1080,1135,1197,1502,1578,1668,1717,1764,2746,2784,2913,3521,3832
5,8,17,28,48,49,89,100,139,353,449,475,580,585,1056,1135,1436,1502,1578,1717,1764,2784,2913,3521,3832
4,5,17,28,49,89,135,241,277,449,585,1135,1197,1201,1502,1578,1668,1717,1764,2276,2746,2784,2913,3521,3832
4,5,8,17,28,48,49,71,89,135,139,277,449,585,1135,1197,1502,1578,1668,1717,1764,2784,2913,3521,3832
4,5,17,27,49,71,89,100,135,139,449,585,1135,1197,1502,1578,1625,1668,1717,1764,2746,2784,2913,3521,3832
4,5,8,17,27,48,49,71,89,100,135,449,475,585,1135,1197,1502,1578,1668,1717,1764,2784,2913,3521,3832
4,5,17,27,53,89,100,135,139,241,449,585,1135,1197,1502,1578,1625,1668,1717,1764,2746,2784,2913,3521,3832
5,8,17,27,71,89,100,135,139,241,261,449,1135,1197,1436,1502,1578,1625,1668,1717,1764,2784,2913,3521,3832
5,17,27,48,49,53,89,139,241,277,449,585,1080,1135,1197,1502,1578,1668,1717,1764,2746,2784,2913,3521,3832
4,5,17,27,53,71,89,100,135,139,449,585,1135,1197,1502,1578,1625,1668,1717,1764,2746,2784,2913,3521,3832
4,5,8,17,48,53,71,89,135,139,449,585,702,1135,1197,1502,1578,1625,1668,1717,1764,2784,2913,3521,3832
4,5,17,27,48,49,71,89,135,277,449,585,1135,1197,1502,1578,1589,1668,1717,1764,2746,2784,2913,3521,3832
4,5,17,27,49,71,89,100,135,241,449,585,1135,1197,1502,1578,1625,1668,1717,1764,2746,2784,2913,3521,3832
4,5,17,48,71,89,100,135,139,241,277,449,585,1135,1197,1502,1578,1668,1717,1764,2746,2784,2913,3521,3832
4,5,17,27,48,53,71,89,135,241,449,585,1135,1197,1502,1578,1625,1668,1717,1764,2746,2784,2913,3521,3832
4,5,17,27,53,89,128,241,277,449,585,1080,1135,1197,1502,1578,1668,1717,1764,2276,2746,2784,2913,3521,3832
4,5,17,48,49,71,89,100,135,139,449,585,1135,1197,1502,1578,1625,1668,1717,1764,2746,2784,2913,3521,3832
4,5,17,48,49,71,89,241,353,449,585,1080,1135,1197,1502,1578,1625,1668,1717,1764,2746,2784,2913,3521,3832
4,5,17,27,48,71,89,100,135,139,449,585,1135,1197,1502,1578,1625,1668,1717,1764,2746,2784,2913,3521,3832
