,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
28,2236,1270.0,3120.0,10103.0,9035.0,44.0,3371.0,3433.0,5333.0,3792.0,359.0,9683.0,9446.0,1063.0,5935.0,433.0,242.0,8700.0,9789.0,2365.0,867.0,8851.0,565.0,4367.0,512.0,1923.0,201.0,9712.0,2887.0,,,,,,,,,,,,,,,
29,2236,1270.0,3120.0,10103.0,9035.0,44.0,3371.0,3433.0,5333.0,3792.0,359.0,9683.0,9446.0,1063.0,5935.0,433.0,242.0,8700.0,9789.0,2365.0,867.0,8851.0,565.0,4367.0,512.0,1923.0,201.0,9712.0,2887.0,8085.0,,,,,,,,,,,,,,
30,2236,1270.0,3120.0,10103.0,9035.0,44.0,3371.0,3433.0,5333.0,3792.0,359.0,9683.0,9446.0,1063.0,5935.0,433.0,242.0,8700.0,9789.0,2365.0,867.0,8851.0,565.0,4367.0,512.0,1923.0,201.0,9712.0,2887.0,8085.0,2711.0,,,,,,,,,,,,,
31,2236,1270.0,3120.0,10103.0,9035.0,44.0,3371.0,3433.0,5333.0,3792.0,359.0,9683.0,9446.0,1063.0,5935.0,433.0,242.0,8700.0,9789.0,2365.0,867.0,8851.0,565.0,4367.0,512.0,1923.0,201.0,9712.0,2887.0,8085.0,2711.0,9573.0,,,,,,,,,,,,
32,2236,1270.0,3120.0,10103.0,9035.0,44.0,3371.0,3433.0,5333.0,3792.0,359.0,9683.0,9446.0,1063.0,5935.0,433.0,242.0,8700.0,9789.0,2365.0,867.0,8851.0,565.0,4367.0,512.0,1923.0,201.0,9712.0,2887.0,8085.0,2711.0,9573.0,965.0,,,,,,,,,,,
33,2236,1270.0,3120.0,10103.0,9035.0,44.0,3371.0,3433.0,5333.0,3792.0,359.0,9683.0,9446.0,1063.0,5935.0,433.0,242.0,8700.0,9789.0,2365.0,867.0,8851.0,565.0,4367.0,512.0,1923.0,201.0,9712.0,2887.0,8085.0,2711.0,9573.0,965.0,10072.0,,,,,,,,,,
34,2236,1270.0,3120.0,10103.0,9035.0,44.0,3371.0,3433.0,5333.0,3792.0,359.0,9683.0,9446.0,1063.0,5935.0,433.0,242.0,8700.0,9789.0,2365.0,867.0,8851.0,565.0,4367.0,512.0,1923.0,201.0,9712.0,2887.0,8085.0,2711.0,9573.0,965.0,10072.0,9997.0,,,,,,,,,
35,2236,1270.0,3120.0,10103.0,9035.0,44.0,3371.0,3433.0,5333.0,3792.0,359.0,9683.0,9446.0,1063.0,5935.0,433.0,242.0,8700.0,9789.0,2365.0,867.0,8851.0,565.0,4367.0,512.0,1923.0,201.0,9712.0,2887.0,8085.0,2711.0,9573.0,965.0,10072.0,9997.0,4204.0,,,,,,,,
36,2236,1270.0,3120.0,10103.0,9035.0,44.0,3371.0,3433.0,5333.0,3792.0,359.0,9683.0,9446.0,1063.0,5935.0,433.0,242.0,8700.0,9789.0,2365.0,867.0,8851.0,565.0,4367.0,512.0,1923.0,201.0,9712.0,2887.0,8085.0,2711.0,9573.0,965.0,10072.0,9997.0,4204.0,6472.0,,,,,,,
37,2236,1270.0,3120.0,10103.0,9035.0,44.0,3371.0,3433.0,5333.0,3792.0,359.0,9683.0,9446.0,1063.0,5935.0,433.0,242.0,8700.0,9789.0,2365.0,867.0,8851.0,565.0,4367.0,512.0,1923.0,201.0,9712.0,2887.0,8085.0,2711.0,9573.0,965.0,10072.0,9997.0,4204.0,6472.0,8350.0,,,,,,
38,2236,1270.0,3120.0,10103.0,9035.0,44.0,3371.0,3433.0,5333.0,3792.0,359.0,9683.0,9446.0,1063.0,5935.0,433.0,242.0,8700.0,9789.0,2365.0,867.0,8851.0,565.0,4367.0,512.0,1923.0,201.0,9712.0,2887.0,8085.0,2711.0,9573.0,965.0,10072.0,9997.0,4204.0,6472.0,8350.0,7802.0,,,,,
39,2236,1270.0,3120.0,10103.0,9035.0,44.0,3371.0,3433.0,5333.0,3792.0,359.0,9683.0,9446.0,1063.0,5935.0,433.0,242.0,8700.0,9789.0,2365.0,867.0,8851.0,565.0,4367.0,512.0,1923.0,201.0,9712.0,2887.0,8085.0,2711.0,9573.0,965.0,10072.0,9997.0,4204.0,6472.0,8350.0,7802.0,1523.0,,,,
40,2236,1270.0,3120.0,10103.0,9035.0,44.0,3371.0,3433.0,5333.0,3792.0,359.0,9683.0,9446.0,1063.0,5935.0,433.0,242.0,8700.0,9789.0,2365.0,867.0,8851.0,565.0,4367.0,512.0,1923.0,201.0,9712.0,2887.0,8085.0,2711.0,9573.0,965.0,10072.0,9997.0,4204.0,6472.0,8350.0,7802.0,1523.0,214.0,,,
41,2236,1270.0,3120.0,10103.0,9035.0,44.0,3371.0,3433.0,5333.0,3792.0,359.0,9683.0,9446.0,1063.0,5935.0,433.0,242.0,8700.0,9789.0,2365.0,867.0,8851.0,565.0,4367.0,512.0,1923.0,201.0,9712.0,2887.0,8085.0,2711.0,9573.0,965.0,10072.0,9997.0,4204.0,6472.0,8350.0,7802.0,1523.0,214.0,2330.0,,
42,2236,1270.0,3120.0,10103.0,9035.0,44.0,3371.0,3433.0,5333.0,3792.0,359.0,9683.0,9446.0,1063.0,5935.0,433.0,242.0,8700.0,9789.0,2365.0,867.0,8851.0,565.0,4367.0,512.0,1923.0,201.0,9712.0,2887.0,8085.0,2711.0,9573.0,965.0,10072.0,9997.0,4204.0,6472.0,8350.0,7802.0,1523.0,214.0,2330.0,2730.0,
43,2236,1270.0,3120.0,10103.0,9035.0,44.0,3371.0,3433.0,5333.0,3792.0,359.0,9683.0,9446.0,1063.0,5935.0,433.0,242.0,8700.0,9789.0,2365.0,867.0,8851.0,565.0,4367.0,512.0,1923.0,201.0,9712.0,2887.0,8085.0,2711.0,9573.0,965.0,10072.0,9997.0,4204.0,6472.0,8350.0,7802.0,1523.0,214.0,2330.0,2730.0,8290.0
