,0
0,0.9054834002161429
1,0.9054834002161429
2,0.9049478025113089
3,0.9054834002161429
4,0.9049478025113089
5,0.9056441768290495
6,0.9056441768290495
7,0.9056524908375411
8,0.9049478025113089
9,0.9056441768290495
10,0.9054834002161429
11,0.9056441768290495
12,0.9056441768290495
13,0.9068683420452712
14,0.9054834002161429
15,0.9049478025113089
16,0.9056441768290495
17,0.9056441768290495
18,0.9054834002161429
19,0.9070897016206847
20,0.9049478025113089
21,0.9049478025113089
22,0.9056441768290495
23,0.9056524908375411
24,0.9056441768290495
25,0.9056441768290495
26,0.9056524908375411
27,0.9056441768290495
28,0.9049478025113089
29,0.9049478025113089
30,0.9054834002161429
31,0.9070897016206847
32,0.9054834002161429
33,0.9049478025113089
34,0.9049478025113089
35,0.9062802481580617
36,0.9049478025113089
37,0.9056441768290495
38,0.9049478025113089
39,0.9049478025113089
40,0.9049478025113089
41,0.9049478025113089
42,0.9056524908375411
43,0.9049478025113089
44,0.9056441768290495
45,0.9056441768290495
46,0.9056524908375411
47,0.9054834002161429
48,0.9056441768290495
49,0.9054834002161429
50,0.9068683420452712
51,0.9056524908375411
52,0.9056441768290495
53,0.9056441768290495
54,0.9054834002161429
55,0.9056524908375411
56,0.9056441768290495
57,0.9056524908375411
58,0.9054834002161429
59,0.9054834002161429
60,0.9049478025113089
61,0.9054834002161429
62,0.9056524908375411
63,0.9054834002161429
64,0.9054834002161429
65,0.9049478025113089
66,0.9056441768290495
67,0.9054834002161429
68,0.9049478025113089
69,0.9054834002161429
70,0.9068683420452712
71,0.9058837765411549
72,0.9068683420452712
73,0.9054834002161429
74,0.9070897016206847
75,0.9054834002161429
76,0.9056524908375411
77,0.9056441768290495
78,0.9054834002161429
79,0.9061422849271746
80,0.9054834002161429
81,0.9054834002161429
82,0.9054834002161429
83,0.9049478025113089
84,0.9056441768290495
85,0.9070897016206847
86,0.9056441768290495
87,0.9049478025113089
88,0.9054834002161429
89,0.9070897016206847
90,0.9054834002161429
91,0.9049478025113089
92,0.9049478025113089
93,0.9056441768290495
94,0.9056524908375411
95,0.9056524908375411
96,0.9054834002161429
97,0.9054834002161429
98,0.9054834002161429
99,0.9070897016206847
