,0
0,0.6943102229212246
1,0.6943102229212246
2,0.6863409401017617
3,0.6774155673155144
4,0.6780582085407982
5,0.6946548786750899
6,0.6774155673155144
7,0.6881241295518126
8,0.6931851232425696
9,0.6931851232425696
10,0.6875469801363043
11,0.6889563026685961
12,0.6943102229212246
13,0.6831397111351876
14,0.6946548786750899
15,0.6849269533809922
16,0.6931851232425696
17,0.6816557610657765
18,0.6946548786750899
19,0.6946548786750899
20,0.6911054485481852
21,0.6794192927626039
22,0.6927431925412697
23,0.6863409401017617
24,0.6874674238043532
25,0.6946548786750899
26,0.6946548786750899
27,0.6911054485481852
28,0.6875469801363043
29,0.6774155673155144
30,0.6911054485481852
31,0.6943102229212246
32,0.6911054485481852
33,0.6856149483134444
34,0.6841227572546164
35,0.6946548786750899
36,0.6783430019481869
37,0.6794192927626039
38,0.67581186083872
39,0.6875469801363043
40,0.6911054485481852
41,0.6774155673155144
42,0.6794192927626039
43,0.6774155673155144
44,0.6875469801363043
45,0.6911054485481852
46,0.6831397111351876
47,0.6875469801363043
48,0.6911054485481852
49,0.6943102229212246
50,0.6841227572546164
51,0.6856149483134444
52,0.6781004876894978
53,0.6875469801363043
54,0.6946548786750899
55,0.696612782979182
56,0.6911054485481852
57,0.6881241295518126
58,0.696612782979182
59,0.6881241295518126
60,0.6931851232425696
61,0.6831397111351876
62,0.6831397111351876
63,0.696612782979182
64,0.6841227572546164
65,0.6911054485481852
66,0.6842551396892015
67,0.6946548786750899
68,0.6831397111351876
69,0.6809328486500977
70,0.684585994404606
71,0.6875469801363043
72,0.6774155673155144
73,0.6943102229212246
74,0.6831397111351876
75,0.6931851232425696
76,0.6831397111351876
77,0.6780582085407982
78,0.6845805520936717
79,0.6794192927626039
80,0.6931851232425696
81,0.6946548786750899
82,0.6794192927626039
83,0.6834384066377629
84,0.6774155673155144
85,0.6856149483134444
86,0.6931851232425696
87,0.6881241295518126
88,0.6907222362072909
89,0.6940573522836311
90,0.6946548786750899
91,0.6774155673155144
92,0.6946548786750899
93,0.6946548786750899
94,0.6774155673155144
95,0.6842418988727226
96,0.6841227572546164
97,0.6911054485481852
98,0.696612782979182
99,0.6907015945799762
