,0
0,0.7394642108476306
1,0.7081691048226452
2,0.733132210930531
3,0.7275084588170665
4,0.7274924310607488
5,0.7449814596280243
6,0.7286488045323363
7,0.7210731057643593
8,0.7076442323878852
9,0.7192863869287267
10,0.7152713741572676
11,0.7210731057643593
12,0.7362102169836278
13,0.7171820583697494
14,0.7407222805281279
15,0.7352712240677584
16,0.7479097742921237
17,0.7297159889330814
18,0.729060603571503
19,0.7192077631344554
20,0.7182209266064143
21,0.7297159889330814
22,0.7325829128731831
23,0.7365783277275721
24,0.7185583840656266
25,0.7131940657265121
26,0.7340415275562318
27,0.738216800296194
28,0.7182209266064143
29,0.7453936869591962
30,0.7364668674832132
31,0.7182209266064143
32,0.7297159889330814
33,0.7415515103290519
34,0.7341956026491208
35,0.7362102169836278
36,0.7196153827265985
37,0.7392011717976106
38,0.735997990124656
39,0.7177172470793647
40,0.7292542714974273
41,0.7408910994128614
42,0.7366779761005509
43,0.755467018623112
44,0.7182209266064143
45,0.720301203123437
46,0.7351040016940467
47,0.7399056407260469
48,0.7342471969759616
49,0.7179480671603302
50,0.7457916315433346
51,0.7173664376171711
52,0.7435766861370932
53,0.7006214267422823
54,0.7297159889330814
55,0.7428169614941544
56,0.73344194190108
57,0.7206739913260738
58,0.7240107261540172
59,0.7297159889330814
60,0.7337244981963508
61,0.716093931860963
62,0.747130293348323
63,0.723027119605337
64,0.7364668674832132
65,0.7098805530025014
66,0.7151895624883773
67,0.7141929995330722
68,0.7179480671603302
69,0.7334731139048873
70,0.7322824783161764
71,0.7369839909806182
72,0.7369296242688381
73,0.7297159889330814
74,0.7307368286560056
75,0.715917280765668
76,0.7261761956775017
77,0.7364668674832132
78,0.7297159889330814
79,0.7232072785916953
80,0.7167119959895378
81,0.7297159889330814
82,0.7162537742918926
83,0.7297159889330814
84,0.729736154569859
85,0.73344194190108
86,0.7199647459991884
87,0.7182209266064143
88,0.7206739913260738
89,0.7185949855537898
90,0.7210731057643593
91,0.7286888353342866
92,0.7432511233219576
93,0.7182209266064143
94,0.7341580553450966
95,0.7221847987352897
96,0.7171158035508649
97,0.7297159889330814
98,0.7290631664490046
99,0.747130293348323
