,0
0,0.9054834002161429
1,0.9056441768290495
2,0.9049478025113089
3,0.9068683420452712
4,0.9054834002161429
5,0.9056441768290495
6,0.9068683420452712
7,0.9056524908375411
8,0.9068683420452712
9,0.9047549699025306
10,0.9049478025113089
11,0.9068683420452712
12,0.9056524908375411
13,0.9054834002161429
14,0.9054834002161429
15,0.9061422849271746
16,0.9056441768290495
17,0.9054834002161429
18,0.9056441768290495
19,0.9049478025113089
20,0.9061422849271746
21,0.9056441768290495
22,0.9056441768290495
23,0.9056524908375411
24,0.9049478025113089
25,0.9056441768290495
26,0.9056441768290495
27,0.9049478025113089
28,0.9068683420452712
29,0.9054834002161429
30,0.9056441768290495
31,0.9054834002161429
32,0.9068683420452712
33,0.9049478025113089
34,0.9054834002161429
35,0.9056441768290495
36,0.9056524908375411
37,0.9068683420452712
38,0.9049478025113089
39,0.9054834002161429
40,0.9054834002161429
41,0.9054834002161429
42,0.9054834002161429
43,0.9049478025113089
44,0.9068683420452712
45,0.9049478025113089
46,0.9056524908375411
47,0.9049478025113089
48,0.9054834002161429
49,0.9070897016206847
50,0.9056441768290495
51,0.9056441768290495
52,0.9054834002161429
53,0.9056441768290495
54,0.9056441768290495
55,0.9056524908375411
56,0.9068683420452712
57,0.9054834002161429
58,0.9056524908375411
59,0.9056441768290495
60,0.9056441768290495
61,0.9061422849271746
62,0.9070897016206847
63,0.9070897016206847
64,0.9070897016206847
65,0.9061422849271746
66,0.9049478025113089
67,0.9054834002161429
68,0.9047549699025306
69,0.9056441768290495
70,0.9056441768290495
71,0.9047549699025306
72,0.9056441768290495
73,0.9049478025113089
74,0.9047549699025306
75,0.9056441768290495
76,0.9054834002161429
77,0.9056441768290495
78,0.9056524908375411
79,0.9054834002161429
80,0.9068683420452712
81,0.9049478025113089
82,0.9061422849271746
83,0.9070897016206847
84,0.9056441768290495
85,0.9049478025113089
86,0.9070897016206847
87,0.9056524908375411
88,0.9054834002161429
89,0.9049478025113089
90,0.9056524908375411
91,0.9061422849271746
92,0.9049478025113089
93,0.9056441768290495
94,0.9056441768290495
95,0.9054834002161429
96,0.9054834002161429
97,0.9070897016206847
98,0.9054834002161429
99,0.9054834002161429
